sa2_code,name,is_comparable,rent_2021_aud_week,erp_2020,erp_2025,population_growth_2020_2025_percent,transport_raw_index_sample,transport_coverage_fraction,selected_open_space_m2,selected_open_space_m2_per_person_sample,transport_score,spatial_method_status,rent_weekly_quality,rent_weekly_note,population_growth_quality,population_growth_note,transport_access_quality,transport_access_note,green_space_per_resident_quality,green_space_per_resident_note
206021500,Northcote - West,1,490,10887,11026,1.2767520896482043,24.28781855388002,1.0,239996.90404407727,21.766452389268753,,sample_only_not_approved_for_publication,available,Historical reported rent; not current advertised rent.,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",limited,Sample area-weighted raw index over covered land only. Weighting and minimum coverage are unapproved; no approved benchmark or percentile. Layer observation date unverified.,limited,Sample public-open-space filter includes sports grounds and natural open space that can include river land/water. Not confirmed vegetation or current access. Inventory completeness/date unverified. Denominator is preliminary 2025 ERP.
206031113,Ascot Vale,1,370,15784,16398,3.8900152052711605,17.13865140169057,0.999999999999984,449257.4618794218,27.397088783962786,,sample_only_not_approved_for_publication,available,Historical reported rent; not current advertised rent.,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",limited,Sample area-weighted raw index over covered land only. Weighting and minimum coverage are unapproved; no approved benchmark or percentile. Layer observation date unverified.,limited,Sample public-open-space filter includes sports grounds and natural open space that can include river land/water. Not confirmed vegetation or current access. Inventory completeness/date unverified. Denominator is preliminary 2025 ERP.
206031115,Flemington,1,324,10270,9935,-3.2619279454722494,21.561626225225535,0.9999999999999868,163614.1116879991,16.468456133668756,,sample_only_not_approved_for_publication,available,Historical reported rent; not current advertised rent.,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",limited,Sample area-weighted raw index over covered land only. Weighting and minimum coverage are unapproved; no approved benchmark or percentile. Layer observation date unverified.,limited,Sample public-open-space filter includes sports grounds and natural open space that can include river land/water. Not confirmed vegetation or current access. Inventory completeness/date unverified. Denominator is preliminary 2025 ERP.
206031116,Moonee Ponds,1,400,16639,17965,7.969228920007212,21.753944913918613,0.9999999999999966,327457.6682165765,18.227535108075507,,sample_only_not_approved_for_publication,available,Historical reported rent; not current advertised rent.,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",limited,Sample area-weighted raw index over covered land only. Weighting and minimum coverage are unapproved; no approved benchmark or percentile. Layer observation date unverified.,limited,Sample public-open-space filter includes sports grounds and natural open space that can include river land/water. Not confirmed vegetation or current access. Inventory completeness/date unverified. Denominator is preliminary 2025 ERP.
206031501,Essendon (West) - Aberfeldie,1,382,16920,17119,1.1761229314420805,13.215318818074609,0.9999999999999939,410373.46082754387,23.971812654217178,,sample_only_not_approved_for_publication,available,Historical reported rent; not current advertised rent.,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",limited,Sample area-weighted raw index over covered land only. Weighting and minimum coverage are unapproved; no approved benchmark or percentile. Layer observation date unverified.,limited,Sample public-open-space filter includes sports grounds and natural open space that can include river land/water. Not confirmed vegetation or current access. Inventory completeness/date unverified. Denominator is preliminary 2025 ERP.
206031502,Essendon - East,1,371,12763,13196,3.392619290135548,25.609821663670097,1.0,323875.2975214139,24.54344479549969,,sample_only_not_approved_for_publication,available,Historical reported rent; not current advertised rent.,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",limited,Sample area-weighted raw index over covered land only. Weighting and minimum coverage are unapproved; no approved benchmark or percentile. Layer observation date unverified.,limited,Sample public-open-space filter includes sports grounds and natural open space that can include river land/water. Not confirmed vegetation or current access. Inventory completeness/date unverified. Denominator is preliminary 2025 ERP.
206041117,Carlton,1,365,20865,25267,21.09753175173736,41.81820604886178,0.999999999999953,280199.0661233622,11.089526501894259,,sample_only_not_approved_for_publication,available,Historical reported rent; not current advertised rent.,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",limited,Sample area-weighted raw index over covered land only. Weighting and minimum coverage are unapproved; no approved benchmark or percentile. Layer observation date unverified.,limited,Sample public-open-space filter includes sports grounds and natural open space that can include river land/water. Not confirmed vegetation or current access. Inventory completeness/date unverified. Denominator is preliminary 2025 ERP.
206041118,Docklands,1,411,16671,19139,14.804150920760602,32.60727261929982,0.9999999999999601,649740.8208895284,33.9485250477835,,sample_only_not_approved_for_publication,available,Historical reported rent; not current advertised rent.,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",limited,Sample area-weighted raw index over covered land only. Weighting and minimum coverage are unapproved; no approved benchmark or percentile. Layer observation date unverified.,limited,Sample public-open-space filter includes sports grounds and natural open space that can include river land/water. Not confirmed vegetation or current access. Inventory completeness/date unverified. Denominator is preliminary 2025 ERP.
206041119,East Melbourne,1,480,5383,5245,-2.563626230726361,42.48085568290869,1.0,974465.5992278714,185.78943741236824,,sample_only_not_approved_for_publication,available,Historical reported rent; not current advertised rent.,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",limited,Sample area-weighted raw index over covered land only. Weighting and minimum coverage are unapproved; no approved benchmark or percentile. Layer observation date unverified.,limited,Sample public-open-space filter includes sports grounds and natural open space that can include river land/water. Not confirmed vegetation or current access. Inventory completeness/date unverified. Denominator is preliminary 2025 ERP.
206041120,Flemington Racecourse,1,401,81,78,-3.7037037037037037,4.910271136261231,1.0,38168.45572551124,489.3391759680928,,sample_only_not_approved_for_publication,available,Historical reported rent; not current advertised rent.,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",limited,Sample area-weighted raw index over covered land only. Weighting and minimum coverage are unapproved; no approved benchmark or percentile. Layer observation date unverified.,limited,Sample public-open-space filter includes sports grounds and natural open space that can include river land/water. Not confirmed vegetation or current access. Inventory completeness/date unverified. Denominator is preliminary 2025 ERP.
206041121,Kensington (Vic.),1,416,11416,12423,8.82095304835319,17.64861447359336,0.999999999999902,306741.0524237424,24.6913831138809,,sample_only_not_approved_for_publication,available,Historical reported rent; not current advertised rent.,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",limited,Sample area-weighted raw index over covered land only. Weighting and minimum coverage are unapproved; no approved benchmark or percentile. Layer observation date unverified.,limited,Sample public-open-space filter includes sports grounds and natural open space that can include river land/water. Not confirmed vegetation or current access. Inventory completeness/date unverified. Denominator is preliminary 2025 ERP.
206041124,Parkville,1,396,8318,8280,-0.45684058667949023,15.652085339737202,1.0,1384149.5460095818,167.16781956637462,,sample_only_not_approved_for_publication,available,Historical reported rent; not current advertised rent.,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",limited,Sample area-weighted raw index over covered land only. Weighting and minimum coverage are unapproved; no approved benchmark or percentile. Layer observation date unverified.,limited,Sample public-open-space filter includes sports grounds and natural open space that can include river land/water. Not confirmed vegetation or current access. Inventory completeness/date unverified. Denominator is preliminary 2025 ERP.
206041125,South Yarra - West,1,457,6960,6894,-0.9482758620689655,27.43831068206197,0.9999999999999523,412640.72687421215,59.85505176591415,,sample_only_not_approved_for_publication,available,Historical reported rent; not current advertised rent.,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",limited,Sample area-weighted raw index over covered land only. Weighting and minimum coverage are unapproved; no approved benchmark or percentile. Layer observation date unverified.,limited,Sample public-open-space filter includes sports grounds and natural open space that can include river land/water. Not confirmed vegetation or current access. Inventory completeness/date unverified. Denominator is preliminary 2025 ERP.
206041127,West Melbourne - Industrial,0,,0,0,,3.7075396536068586,1.0,1031658.5414077368,,,sample_only_not_approved_for_publication,unavailable,Source G02 token is 0; median withheld. 2021 RNTD excludes zero rent and the area QuickStats reports no/very low population. This does not mean free rent.,unavailable,2020 population is zero/missing or 2025 population is missing; percentage change is undefined.,limited,Sample area-weighted raw index over covered land only. Weighting and minimum coverage are unapproved; no approved benchmark or percentile. Layer observation date unverified.,unavailable,Zero/missing 2025 population; per-resident value undefined. Sample public-open-space filter includes sports grounds and natural open space that can include river land/water. Not confirmed vegetation or current access. Inventory completeness/date unverified. Denominator is preliminary 2025 ERP.
206041503,Melbourne CBD - East,1,375,12346,14266,15.551595658512879,97.50737049466859,0.9999999999998901,5567.90094897581,0.3902916689314321,,sample_only_not_approved_for_publication,available,Historical reported rent; not current advertised rent.,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",limited,Sample area-weighted raw index over covered land only. Weighting and minimum coverage are unapproved; no approved benchmark or percentile. Layer observation date unverified.,limited,Sample public-open-space filter includes sports grounds and natural open space that can include river land/water. Not confirmed vegetation or current access. Inventory completeness/date unverified. Denominator is preliminary 2025 ERP.
206041504,Melbourne CBD - North,1,361,19155,24296,26.83894544505351,88.32066947352932,1.0,6713.300142847603,0.276312979208413,,sample_only_not_approved_for_publication,available,Historical reported rent; not current advertised rent.,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",limited,Sample area-weighted raw index over covered land only. Weighting and minimum coverage are unapproved; no approved benchmark or percentile. Layer observation date unverified.,limited,Sample public-open-space filter includes sports grounds and natural open space that can include river land/water. Not confirmed vegetation or current access. Inventory completeness/date unverified. Denominator is preliminary 2025 ERP.
206041505,Melbourne CBD - West,1,376,18796,22163,17.913385826771652,109.45587499920539,1.0,74829.76048114692,3.3763371601835006,,sample_only_not_approved_for_publication,available,Historical reported rent; not current advertised rent.,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",limited,Sample area-weighted raw index over covered land only. Weighting and minimum coverage are unapproved; no approved benchmark or percentile. Layer observation date unverified.,limited,Sample public-open-space filter includes sports grounds and natural open space that can include river land/water. Not confirmed vegetation or current access. Inventory completeness/date unverified. Denominator is preliminary 2025 ERP.
206041506,North Melbourne,1,381,18154,19286,6.235540376776468,28.848999873941732,1.0,114254.1605893363,5.924202042379773,,sample_only_not_approved_for_publication,available,Historical reported rent; not current advertised rent.,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",limited,Sample area-weighted raw index over covered land only. Weighting and minimum coverage are unapproved; no approved benchmark or percentile. Layer observation date unverified.,limited,Sample public-open-space filter includes sports grounds and natural open space that can include river land/water. Not confirmed vegetation or current access. Inventory completeness/date unverified. Denominator is preliminary 2025 ERP.
206041507,Royal Botanic Gardens Victoria,0,,0,0,,17.29259832285856,1.0,1094022.5850621013,,,sample_only_not_approved_for_publication,unavailable,Source G02 token is 0; median withheld. 2021 RNTD excludes zero rent and the area QuickStats reports no/very low population. This does not mean free rent.,unavailable,2020 population is zero/missing or 2025 population is missing; percentage change is undefined.,limited,Sample area-weighted raw index over covered land only. Weighting and minimum coverage are unapproved; no approved benchmark or percentile. Layer observation date unverified.,unavailable,Zero/missing 2025 population; per-resident value undefined. Sample public-open-space filter includes sports grounds and natural open space that can include river land/water. Not confirmed vegetation or current access. Inventory completeness/date unverified. Denominator is preliminary 2025 ERP.
206041508,Southbank (West) - South Wharf,1,430,7551,8122,7.561912329492783,40.7155285285586,1.0,91800.35889668927,11.302679007225963,,sample_only_not_approved_for_publication,available,Historical reported rent; not current advertised rent.,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",limited,Sample area-weighted raw index over covered land only. Weighting and minimum coverage are unapproved; no approved benchmark or percentile. Layer observation date unverified.,limited,Sample public-open-space filter includes sports grounds and natural open space that can include river land/water. Not confirmed vegetation or current access. Inventory completeness/date unverified. Denominator is preliminary 2025 ERP.
206041509,Southbank - East,1,408,17305,19552,12.984686506789945,36.52209934369204,1.0,8537.369930367395,0.4366494440654355,,sample_only_not_approved_for_publication,available,Historical reported rent; not current advertised rent.,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",limited,Sample area-weighted raw index over covered land only. Weighting and minimum coverage are unapproved; no approved benchmark or percentile. Layer observation date unverified.,limited,Sample public-open-space filter includes sports grounds and natural open space that can include river land/water. Not confirmed vegetation or current access. Inventory completeness/date unverified. Denominator is preliminary 2025 ERP.
206041510,West Melbourne - Residential,1,390,7567,9699,28.174970265627064,50.26302689593093,0.9999999999998945,86700.32481168618,8.939099372274068,,sample_only_not_approved_for_publication,available,Historical reported rent; not current advertised rent.,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",limited,Sample area-weighted raw index over covered land only. Weighting and minimum coverage are unapproved; no approved benchmark or percentile. Layer observation date unverified.,limited,Sample public-open-space filter includes sports grounds and natural open space that can include river land/water. Not confirmed vegetation or current access. Inventory completeness/date unverified. Denominator is preliminary 2025 ERP.
206051128,Albert Park,1,493,16955,17253,1.7575936301975819,15.730563347618837,0.9999976806589284,1574660.5739351711,91.26879811830818,,sample_only_not_approved_for_publication,available,Historical reported rent; not current advertised rent.,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",limited,Sample area-weighted raw index over covered land only. Weighting and minimum coverage are unapproved; no approved benchmark or percentile. Layer observation date unverified.,limited,Sample public-open-space filter includes sports grounds and natural open space that can include river land/water. Not confirmed vegetation or current access. Inventory completeness/date unverified. Denominator is preliminary 2025 ERP.
206051129,Elwood,1,415,15925,16056,0.8226059654631083,18.262744398108172,0.9999999999999958,365338.3401570447,22.754007234494562,,sample_only_not_approved_for_publication,available,Historical reported rent; not current advertised rent.,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",limited,Sample area-weighted raw index over covered land only. Weighting and minimum coverage are unapproved; no approved benchmark or percentile. Layer observation date unverified.,limited,Sample public-open-space filter includes sports grounds and natural open space that can include river land/water. Not confirmed vegetation or current access. Inventory completeness/date unverified. Denominator is preliminary 2025 ERP.
206051130,Port Melbourne,1,522,16998,16927,-0.41769619955288856,15.232733394223612,0.9688294008545675,498202.11808355234,29.432393104717455,,sample_only_not_approved_for_publication,available,Historical reported rent; not current advertised rent.,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",limited,Sample area-weighted raw index over covered land only. Weighting and minimum coverage are unapproved; no approved benchmark or percentile. Layer observation date unverified.,limited,Sample public-open-space filter includes sports grounds and natural open space that can include river land/water. Not confirmed vegetation or current access. Inventory completeness/date unverified. Denominator is preliminary 2025 ERP.
206051134,St Kilda East,1,384,17259,17380,0.7010834926704907,23.228686988356806,1.0,106597.44801438636,6.133339931782874,,sample_only_not_approved_for_publication,available,Historical reported rent; not current advertised rent.,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",limited,Sample area-weighted raw index over covered land only. Weighting and minimum coverage are unapproved; no approved benchmark or percentile. Layer observation date unverified.,limited,Sample public-open-space filter includes sports grounds and natural open space that can include river land/water. Not confirmed vegetation or current access. Inventory completeness/date unverified. Denominator is preliminary 2025 ERP.
206051511,Port Melbourne Industrial,1,585,1709,3148,84.20128730251609,6.58293287988317,0.9916477821786811,781666.0229238531,248.30559813337138,,sample_only_not_approved_for_publication,available,Historical reported rent; not current advertised rent.,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",limited,Sample area-weighted raw index over covered land only. Weighting and minimum coverage are unapproved; no approved benchmark or percentile. Layer observation date unverified.,limited,Sample public-open-space filter includes sports grounds and natural open space that can include river land/water. Not confirmed vegetation or current access. Inventory completeness/date unverified. Denominator is preliminary 2025 ERP.
206051512,South Melbourne,1,421,12721,13132,3.230878075622986,27.900259021561677,0.9999999999999192,38738.99991320884,2.9499695334456932,,sample_only_not_approved_for_publication,available,Historical reported rent; not current advertised rent.,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",limited,Sample area-weighted raw index over covered land only. Weighting and minimum coverage are unapproved; no approved benchmark or percentile. Layer observation date unverified.,limited,Sample public-open-space filter includes sports grounds and natural open space that can include river land/water. Not confirmed vegetation or current access. Inventory completeness/date unverified. Denominator is preliminary 2025 ERP.
206051513,St Kilda - Central,1,381,13380,14012,4.723467862481315,34.59974780766686,0.9999999999999837,75738.30883664393,5.4052461345021365,,sample_only_not_approved_for_publication,available,Historical reported rent; not current advertised rent.,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",limited,Sample area-weighted raw index over covered land only. Weighting and minimum coverage are unapproved; no approved benchmark or percentile. Layer observation date unverified.,limited,Sample public-open-space filter includes sports grounds and natural open space that can include river land/water. Not confirmed vegetation or current access. Inventory completeness/date unverified. Denominator is preliminary 2025 ERP.
206051514,St Kilda - West,1,392,15648,16298,4.1538854805725975,26.299277658568133,0.9999811030769293,639889.7109927052,39.26185488972298,,sample_only_not_approved_for_publication,available,Historical reported rent; not current advertised rent.,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",limited,Sample area-weighted raw index over covered land only. Weighting and minimum coverage are unapproved; no approved benchmark or percentile. Layer observation date unverified.,limited,Sample public-open-space filter includes sports grounds and natural open space that can include river land/water. Not confirmed vegetation or current access. Inventory completeness/date unverified. Denominator is preliminary 2025 ERP.
206061135,Armadale,1,421,10075,10032,-0.4267990074441687,33.370942061034945,0.9999999999999878,52156.133419192294,5.198976616745643,,sample_only_not_approved_for_publication,available,Historical reported rent; not current advertised rent.,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",limited,Sample area-weighted raw index over covered land only. Weighting and minimum coverage are unapproved; no approved benchmark or percentile. Layer observation date unverified.,limited,Sample public-open-space filter includes sports grounds and natural open space that can include river land/water. Not confirmed vegetation or current access. Inventory completeness/date unverified. Denominator is preliminary 2025 ERP.
206061136,Prahran - Windsor,1,421,20847,21112,1.2711661150285414,33.039198144622674,0.9999999999999755,141069.02238918253,6.681935505361052,,sample_only_not_approved_for_publication,available,Historical reported rent; not current advertised rent.,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",limited,Sample area-weighted raw index over covered land only. Weighting and minimum coverage are unapproved; no approved benchmark or percentile. Layer observation date unverified.,limited,Sample public-open-space filter includes sports grounds and natural open space that can include river land/water. Not confirmed vegetation or current access. Inventory completeness/date unverified. Denominator is preliminary 2025 ERP.
206061138,Toorak,1,490,13644,13610,-0.24919378481383758,18.081832778377134,1.0,100836.8195890481,7.409024216682447,,sample_only_not_approved_for_publication,available,Historical reported rent; not current advertised rent.,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",limited,Sample area-weighted raw index over covered land only. Weighting and minimum coverage are unapproved; no approved benchmark or percentile. Layer observation date unverified.,limited,Sample public-open-space filter includes sports grounds and natural open space that can include river land/water. Not confirmed vegetation or current access. Inventory completeness/date unverified. Denominator is preliminary 2025 ERP.
206061515,South Yarra - North,1,426,12223,13779,12.7300989937004,26.161577338950195,0.9999999999999383,225831.23369706704,16.389522730028816,,sample_only_not_approved_for_publication,available,Historical reported rent; not current advertised rent.,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",limited,Sample area-weighted raw index over covered land only. Weighting and minimum coverage are unapproved; no approved benchmark or percentile. Layer observation date unverified.,limited,Sample public-open-space filter includes sports grounds and natural open space that can include river land/water. Not confirmed vegetation or current access. Inventory completeness/date unverified. Denominator is preliminary 2025 ERP.
206061516,South Yarra - South,1,395,11285,10440,-7.487815684536996,34.01250811375153,1.0,28800.172156805715,2.758637179770662,,sample_only_not_approved_for_publication,available,Historical reported rent; not current advertised rent.,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",limited,Sample area-weighted raw index over covered land only. Weighting and minimum coverage are unapproved; no approved benchmark or percentile. Layer observation date unverified.,limited,Sample public-open-space filter includes sports grounds and natural open space that can include river land/water. Not confirmed vegetation or current access. Inventory completeness/date unverified. Denominator is preliminary 2025 ERP.
206071139,Abbotsford,1,425,9672,10316,6.658395368072788,22.88920528406035,1.0,271425.928582433,26.31116019604818,,sample_only_not_approved_for_publication,available,Historical reported rent; not current advertised rent.,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",limited,Sample area-weighted raw index over covered land only. Weighting and minimum coverage are unapproved; no approved benchmark or percentile. Layer observation date unverified.,limited,Sample public-open-space filter includes sports grounds and natural open space that can include river land/water. Not confirmed vegetation or current access. Inventory completeness/date unverified. Denominator is preliminary 2025 ERP.
206071140,Carlton North - Princes Hill,1,541,8899,8828,-0.797842454208338,20.417980963950995,1.0,377336.8791565898,42.743189754937674,,sample_only_not_approved_for_publication,available,Historical reported rent; not current advertised rent.,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",limited,Sample area-weighted raw index over covered land only. Weighting and minimum coverage are unapproved; no approved benchmark or percentile. Layer observation date unverified.,limited,Sample public-open-space filter includes sports grounds and natural open space that can include river land/water. Not confirmed vegetation or current access. Inventory completeness/date unverified. Denominator is preliminary 2025 ERP.
206071141,Collingwood,1,425,9969,11383,14.18397030795466,29.36626101321773,1.0,3461.740113669628,0.30411491818234454,,sample_only_not_approved_for_publication,available,Historical reported rent; not current advertised rent.,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",limited,Sample area-weighted raw index over covered land only. Weighting and minimum coverage are unapproved; no approved benchmark or percentile. Layer observation date unverified.,limited,Sample public-open-space filter includes sports grounds and natural open space that can include river land/water. Not confirmed vegetation or current access. Inventory completeness/date unverified. Denominator is preliminary 2025 ERP.
206071142,Fitzroy,1,451,11299,12135,7.398884857066997,38.58783482146541,0.9999999999999841,21130.143752877222,1.7412561807068168,,sample_only_not_approved_for_publication,available,Historical reported rent; not current advertised rent.,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",limited,Sample area-weighted raw index over covered land only. Weighting and minimum coverage are unapproved; no approved benchmark or percentile. Layer observation date unverified.,limited,Sample public-open-space filter includes sports grounds and natural open space that can include river land/water. Not confirmed vegetation or current access. Inventory completeness/date unverified. Denominator is preliminary 2025 ERP.
206071143,Fitzroy North,1,481,13659,13749,0.6589062156819679,30.59085722502047,0.9999999999999725,303190.320104136,22.051808866400176,,sample_only_not_approved_for_publication,available,Historical reported rent; not current advertised rent.,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",limited,Sample area-weighted raw index over covered land only. Weighting and minimum coverage are unapproved; no approved benchmark or percentile. Layer observation date unverified.,limited,Sample public-open-space filter includes sports grounds and natural open space that can include river land/water. Not confirmed vegetation or current access. Inventory completeness/date unverified. Denominator is preliminary 2025 ERP.
206071145,Clifton Hill - Alphington,1,500,10163,11419,12.35855554462265,8.774623948284592,1.0,1645547.555213583,144.10609993988817,,sample_only_not_approved_for_publication,available,Historical reported rent; not current advertised rent.,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",limited,Sample area-weighted raw index over covered land only. Weighting and minimum coverage are unapproved; no approved benchmark or percentile. Layer observation date unverified.,limited,Sample public-open-space filter includes sports grounds and natural open space that can include river land/water. Not confirmed vegetation or current access. Inventory completeness/date unverified. Denominator is preliminary 2025 ERP.
