sa2_code,name,is_comparable,indicator_key,raw_value,quality_status,coverage_fraction,quality_note
206031113,Ascot Vale,1,green_space_per_resident,27.397088783962786,limited,,Sample public-open-space filter includes sports grounds and natural open space that can include river land/water. Not confirmed vegetation or current access. Inventory completeness/date unverified. Denominator is preliminary 2025 ERP.
206031113,Ascot Vale,1,population_growth,3.8900152052711605,available,,"2025 ERP is preliminary; historical estimated change, not a forecast."
206031113,Ascot Vale,1,rent_weekly,370.0,available,,Historical reported rent; not current advertised rent.
206031113,Ascot Vale,1,transport_access,17.13865140169057,limited,0.999999999999984,Sample area-weighted raw index over covered land only. Weighting and minimum coverage are unapproved; no approved benchmark or percentile. Layer observation date unverified.
206031115,Flemington,1,green_space_per_resident,16.468456133668756,limited,,Sample public-open-space filter includes sports grounds and natural open space that can include river land/water. Not confirmed vegetation or current access. Inventory completeness/date unverified. Denominator is preliminary 2025 ERP.
206031115,Flemington,1,population_growth,-3.2619279454722494,available,,"2025 ERP is preliminary; historical estimated change, not a forecast."
206031115,Flemington,1,rent_weekly,324.0,available,,Historical reported rent; not current advertised rent.
206031115,Flemington,1,transport_access,21.561626225225535,limited,0.9999999999999868,Sample area-weighted raw index over covered land only. Weighting and minimum coverage are unapproved; no approved benchmark or percentile. Layer observation date unverified.
206031116,Moonee Ponds,1,green_space_per_resident,18.227535108075507,limited,,Sample public-open-space filter includes sports grounds and natural open space that can include river land/water. Not confirmed vegetation or current access. Inventory completeness/date unverified. Denominator is preliminary 2025 ERP.
206031116,Moonee Ponds,1,population_growth,7.969228920007212,available,,"2025 ERP is preliminary; historical estimated change, not a forecast."
206031116,Moonee Ponds,1,rent_weekly,400.0,available,,Historical reported rent; not current advertised rent.
206031116,Moonee Ponds,1,transport_access,21.753944913918613,limited,0.9999999999999966,Sample area-weighted raw index over covered land only. Weighting and minimum coverage are unapproved; no approved benchmark or percentile. Layer observation date unverified.
206031501,Essendon (West) - Aberfeldie,1,green_space_per_resident,23.971812654217178,limited,,Sample public-open-space filter includes sports grounds and natural open space that can include river land/water. Not confirmed vegetation or current access. Inventory completeness/date unverified. Denominator is preliminary 2025 ERP.
206031501,Essendon (West) - Aberfeldie,1,population_growth,1.1761229314420805,available,,"2025 ERP is preliminary; historical estimated change, not a forecast."
206031501,Essendon (West) - Aberfeldie,1,rent_weekly,382.0,available,,Historical reported rent; not current advertised rent.
206031501,Essendon (West) - Aberfeldie,1,transport_access,13.215318818074609,limited,0.9999999999999939,Sample area-weighted raw index over covered land only. Weighting and minimum coverage are unapproved; no approved benchmark or percentile. Layer observation date unverified.
206031502,Essendon - East,1,green_space_per_resident,24.54344479549969,limited,,Sample public-open-space filter includes sports grounds and natural open space that can include river land/water. Not confirmed vegetation or current access. Inventory completeness/date unverified. Denominator is preliminary 2025 ERP.
206031502,Essendon - East,1,population_growth,3.392619290135548,available,,"2025 ERP is preliminary; historical estimated change, not a forecast."
206031502,Essendon - East,1,rent_weekly,371.0,available,,Historical reported rent; not current advertised rent.
206031502,Essendon - East,1,transport_access,25.609821663670097,limited,1.0,Sample area-weighted raw index over covered land only. Weighting and minimum coverage are unapproved; no approved benchmark or percentile. Layer observation date unverified.
206041117,Carlton,1,green_space_per_resident,11.089526501894259,limited,,Sample public-open-space filter includes sports grounds and natural open space that can include river land/water. Not confirmed vegetation or current access. Inventory completeness/date unverified. Denominator is preliminary 2025 ERP.
206041117,Carlton,1,population_growth,21.09753175173736,available,,"2025 ERP is preliminary; historical estimated change, not a forecast."
206041117,Carlton,1,rent_weekly,365.0,available,,Historical reported rent; not current advertised rent.
206041117,Carlton,1,transport_access,41.81820604886178,limited,0.999999999999953,Sample area-weighted raw index over covered land only. Weighting and minimum coverage are unapproved; no approved benchmark or percentile. Layer observation date unverified.
206041118,Docklands,1,green_space_per_resident,33.9485250477835,limited,,Sample public-open-space filter includes sports grounds and natural open space that can include river land/water. Not confirmed vegetation or current access. Inventory completeness/date unverified. Denominator is preliminary 2025 ERP.
206041118,Docklands,1,population_growth,14.804150920760602,available,,"2025 ERP is preliminary; historical estimated change, not a forecast."
206041118,Docklands,1,rent_weekly,411.0,available,,Historical reported rent; not current advertised rent.
206041118,Docklands,1,transport_access,32.60727261929982,limited,0.9999999999999601,Sample area-weighted raw index over covered land only. Weighting and minimum coverage are unapproved; no approved benchmark or percentile. Layer observation date unverified.
206041119,East Melbourne,1,green_space_per_resident,185.78943741236824,limited,,Sample public-open-space filter includes sports grounds and natural open space that can include river land/water. Not confirmed vegetation or current access. Inventory completeness/date unverified. Denominator is preliminary 2025 ERP.
206041119,East Melbourne,1,population_growth,-2.563626230726361,available,,"2025 ERP is preliminary; historical estimated change, not a forecast."
206041119,East Melbourne,1,rent_weekly,480.0,available,,Historical reported rent; not current advertised rent.
206041119,East Melbourne,1,transport_access,42.48085568290869,limited,1.0,Sample area-weighted raw index over covered land only. Weighting and minimum coverage are unapproved; no approved benchmark or percentile. Layer observation date unverified.
206041120,Flemington Racecourse,1,green_space_per_resident,489.3391759680928,limited,,Sample public-open-space filter includes sports grounds and natural open space that can include river land/water. Not confirmed vegetation or current access. Inventory completeness/date unverified. Denominator is preliminary 2025 ERP.
206041120,Flemington Racecourse,1,population_growth,-3.7037037037037037,available,,"2025 ERP is preliminary; historical estimated change, not a forecast."
206041120,Flemington Racecourse,1,rent_weekly,401.0,available,,Historical reported rent; not current advertised rent.
206041120,Flemington Racecourse,1,transport_access,4.910271136261231,limited,1.0,Sample area-weighted raw index over covered land only. Weighting and minimum coverage are unapproved; no approved benchmark or percentile. Layer observation date unverified.
206041121,Kensington (Vic.),1,green_space_per_resident,24.6913831138809,limited,,Sample public-open-space filter includes sports grounds and natural open space that can include river land/water. Not confirmed vegetation or current access. Inventory completeness/date unverified. Denominator is preliminary 2025 ERP.
206041121,Kensington (Vic.),1,population_growth,8.82095304835319,available,,"2025 ERP is preliminary; historical estimated change, not a forecast."
206041121,Kensington (Vic.),1,rent_weekly,416.0,available,,Historical reported rent; not current advertised rent.
206041121,Kensington (Vic.),1,transport_access,17.64861447359336,limited,0.999999999999902,Sample area-weighted raw index over covered land only. Weighting and minimum coverage are unapproved; no approved benchmark or percentile. Layer observation date unverified.
206041124,Parkville,1,green_space_per_resident,167.16781956637462,limited,,Sample public-open-space filter includes sports grounds and natural open space that can include river land/water. Not confirmed vegetation or current access. Inventory completeness/date unverified. Denominator is preliminary 2025 ERP.
206041124,Parkville,1,population_growth,-0.45684058667949023,available,,"2025 ERP is preliminary; historical estimated change, not a forecast."
206041124,Parkville,1,rent_weekly,396.0,available,,Historical reported rent; not current advertised rent.
206041124,Parkville,1,transport_access,15.652085339737202,limited,1.0,Sample area-weighted raw index over covered land only. Weighting and minimum coverage are unapproved; no approved benchmark or percentile. Layer observation date unverified.
206041125,South Yarra - West,1,green_space_per_resident,59.85505176591415,limited,,Sample public-open-space filter includes sports grounds and natural open space that can include river land/water. Not confirmed vegetation or current access. Inventory completeness/date unverified. Denominator is preliminary 2025 ERP.
206041125,South Yarra - West,1,population_growth,-0.9482758620689655,available,,"2025 ERP is preliminary; historical estimated change, not a forecast."
206041125,South Yarra - West,1,rent_weekly,457.0,available,,Historical reported rent; not current advertised rent.
206041125,South Yarra - West,1,transport_access,27.43831068206197,limited,0.9999999999999523,Sample area-weighted raw index over covered land only. Weighting and minimum coverage are unapproved; no approved benchmark or percentile. Layer observation date unverified.
206041127,West Melbourne - Industrial,0,green_space_per_resident,,unavailable,,Zero/missing 2025 population; per-resident value undefined. Sample public-open-space filter includes sports grounds and natural open space that can include river land/water. Not confirmed vegetation or current access. Inventory completeness/date unverified. Denominator is preliminary 2025 ERP.
206041127,West Melbourne - Industrial,0,population_growth,,unavailable,,2020 population is zero/missing or 2025 population is missing; percentage change is undefined.
206041127,West Melbourne - Industrial,0,rent_weekly,,unavailable,,Source G02 token is 0; median withheld. 2021 RNTD excludes zero rent and the area QuickStats reports no/very low population. This does not mean free rent.
206041127,West Melbourne - Industrial,0,transport_access,3.7075396536068586,limited,1.0,Sample area-weighted raw index over covered land only. Weighting and minimum coverage are unapproved; no approved benchmark or percentile. Layer observation date unverified.
206041503,Melbourne CBD - East,1,green_space_per_resident,0.3902916689314321,limited,,Sample public-open-space filter includes sports grounds and natural open space that can include river land/water. Not confirmed vegetation or current access. Inventory completeness/date unverified. Denominator is preliminary 2025 ERP.
206041503,Melbourne CBD - East,1,population_growth,15.551595658512879,available,,"2025 ERP is preliminary; historical estimated change, not a forecast."
206041503,Melbourne CBD - East,1,rent_weekly,375.0,available,,Historical reported rent; not current advertised rent.
206041503,Melbourne CBD - East,1,transport_access,97.50737049466859,limited,0.9999999999998901,Sample area-weighted raw index over covered land only. Weighting and minimum coverage are unapproved; no approved benchmark or percentile. Layer observation date unverified.
206041504,Melbourne CBD - North,1,green_space_per_resident,0.276312979208413,limited,,Sample public-open-space filter includes sports grounds and natural open space that can include river land/water. Not confirmed vegetation or current access. Inventory completeness/date unverified. Denominator is preliminary 2025 ERP.
206041504,Melbourne CBD - North,1,population_growth,26.83894544505351,available,,"2025 ERP is preliminary; historical estimated change, not a forecast."
206041504,Melbourne CBD - North,1,rent_weekly,361.0,available,,Historical reported rent; not current advertised rent.
206041504,Melbourne CBD - North,1,transport_access,88.32066947352932,limited,1.0,Sample area-weighted raw index over covered land only. Weighting and minimum coverage are unapproved; no approved benchmark or percentile. Layer observation date unverified.
206041505,Melbourne CBD - West,1,green_space_per_resident,3.3763371601835006,limited,,Sample public-open-space filter includes sports grounds and natural open space that can include river land/water. Not confirmed vegetation or current access. Inventory completeness/date unverified. Denominator is preliminary 2025 ERP.
206041505,Melbourne CBD - West,1,population_growth,17.913385826771652,available,,"2025 ERP is preliminary; historical estimated change, not a forecast."
206041505,Melbourne CBD - West,1,rent_weekly,376.0,available,,Historical reported rent; not current advertised rent.
206041505,Melbourne CBD - West,1,transport_access,109.45587499920539,limited,1.0,Sample area-weighted raw index over covered land only. Weighting and minimum coverage are unapproved; no approved benchmark or percentile. Layer observation date unverified.
206041506,North Melbourne,1,green_space_per_resident,5.924202042379773,limited,,Sample public-open-space filter includes sports grounds and natural open space that can include river land/water. Not confirmed vegetation or current access. Inventory completeness/date unverified. Denominator is preliminary 2025 ERP.
206041506,North Melbourne,1,population_growth,6.235540376776468,available,,"2025 ERP is preliminary; historical estimated change, not a forecast."
206041506,North Melbourne,1,rent_weekly,381.0,available,,Historical reported rent; not current advertised rent.
206041506,North Melbourne,1,transport_access,28.848999873941732,limited,1.0,Sample area-weighted raw index over covered land only. Weighting and minimum coverage are unapproved; no approved benchmark or percentile. Layer observation date unverified.
206041507,Royal Botanic Gardens Victoria,0,green_space_per_resident,,unavailable,,Zero/missing 2025 population; per-resident value undefined. Sample public-open-space filter includes sports grounds and natural open space that can include river land/water. Not confirmed vegetation or current access. Inventory completeness/date unverified. Denominator is preliminary 2025 ERP.
206041507,Royal Botanic Gardens Victoria,0,population_growth,,unavailable,,2020 population is zero/missing or 2025 population is missing; percentage change is undefined.
206041507,Royal Botanic Gardens Victoria,0,rent_weekly,,unavailable,,Source G02 token is 0; median withheld. 2021 RNTD excludes zero rent and the area QuickStats reports no/very low population. This does not mean free rent.
206041507,Royal Botanic Gardens Victoria,0,transport_access,17.29259832285856,limited,1.0,Sample area-weighted raw index over covered land only. Weighting and minimum coverage are unapproved; no approved benchmark or percentile. Layer observation date unverified.
206041508,Southbank (West) - South Wharf,1,green_space_per_resident,11.302679007225963,limited,,Sample public-open-space filter includes sports grounds and natural open space that can include river land/water. Not confirmed vegetation or current access. Inventory completeness/date unverified. Denominator is preliminary 2025 ERP.
206041508,Southbank (West) - South Wharf,1,population_growth,7.561912329492783,available,,"2025 ERP is preliminary; historical estimated change, not a forecast."
206041508,Southbank (West) - South Wharf,1,rent_weekly,430.0,available,,Historical reported rent; not current advertised rent.
206041508,Southbank (West) - South Wharf,1,transport_access,40.7155285285586,limited,1.0,Sample area-weighted raw index over covered land only. Weighting and minimum coverage are unapproved; no approved benchmark or percentile. Layer observation date unverified.
206041509,Southbank - East,1,green_space_per_resident,0.4366494440654355,limited,,Sample public-open-space filter includes sports grounds and natural open space that can include river land/water. Not confirmed vegetation or current access. Inventory completeness/date unverified. Denominator is preliminary 2025 ERP.
206041509,Southbank - East,1,population_growth,12.984686506789945,available,,"2025 ERP is preliminary; historical estimated change, not a forecast."
206041509,Southbank - East,1,rent_weekly,408.0,available,,Historical reported rent; not current advertised rent.
206041509,Southbank - East,1,transport_access,36.52209934369204,limited,1.0,Sample area-weighted raw index over covered land only. Weighting and minimum coverage are unapproved; no approved benchmark or percentile. Layer observation date unverified.
206041510,West Melbourne - Residential,1,green_space_per_resident,8.939099372274068,limited,,Sample public-open-space filter includes sports grounds and natural open space that can include river land/water. Not confirmed vegetation or current access. Inventory completeness/date unverified. Denominator is preliminary 2025 ERP.
206041510,West Melbourne - Residential,1,population_growth,28.174970265627064,available,,"2025 ERP is preliminary; historical estimated change, not a forecast."
206041510,West Melbourne - Residential,1,rent_weekly,390.0,available,,Historical reported rent; not current advertised rent.
206041510,West Melbourne - Residential,1,transport_access,50.26302689593093,limited,0.9999999999998945,Sample area-weighted raw index over covered land only. Weighting and minimum coverage are unapproved; no approved benchmark or percentile. Layer observation date unverified.
206051128,Albert Park,1,green_space_per_resident,91.26879811830818,limited,,Sample public-open-space filter includes sports grounds and natural open space that can include river land/water. Not confirmed vegetation or current access. Inventory completeness/date unverified. Denominator is preliminary 2025 ERP.
206051128,Albert Park,1,population_growth,1.7575936301975819,available,,"2025 ERP is preliminary; historical estimated change, not a forecast."
206051128,Albert Park,1,rent_weekly,493.0,available,,Historical reported rent; not current advertised rent.
206051128,Albert Park,1,transport_access,15.730563347618837,limited,0.9999976806589284,Sample area-weighted raw index over covered land only. Weighting and minimum coverage are unapproved; no approved benchmark or percentile. Layer observation date unverified.
206051129,Elwood,1,green_space_per_resident,22.754007234494562,limited,,Sample public-open-space filter includes sports grounds and natural open space that can include river land/water. Not confirmed vegetation or current access. Inventory completeness/date unverified. Denominator is preliminary 2025 ERP.
206051129,Elwood,1,population_growth,0.8226059654631083,available,,"2025 ERP is preliminary; historical estimated change, not a forecast."
206051129,Elwood,1,rent_weekly,415.0,available,,Historical reported rent; not current advertised rent.
206051129,Elwood,1,transport_access,18.262744398108172,limited,0.9999999999999958,Sample area-weighted raw index over covered land only. Weighting and minimum coverage are unapproved; no approved benchmark or percentile. Layer observation date unverified.
206051130,Port Melbourne,1,green_space_per_resident,29.432393104717455,limited,,Sample public-open-space filter includes sports grounds and natural open space that can include river land/water. Not confirmed vegetation or current access. Inventory completeness/date unverified. Denominator is preliminary 2025 ERP.
206051130,Port Melbourne,1,population_growth,-0.41769619955288856,available,,"2025 ERP is preliminary; historical estimated change, not a forecast."
206051130,Port Melbourne,1,rent_weekly,522.0,available,,Historical reported rent; not current advertised rent.
206051130,Port Melbourne,1,transport_access,15.232733394223612,limited,0.9688294008545675,Sample area-weighted raw index over covered land only. Weighting and minimum coverage are unapproved; no approved benchmark or percentile. Layer observation date unverified.
206051134,St Kilda East,1,green_space_per_resident,6.133339931782874,limited,,Sample public-open-space filter includes sports grounds and natural open space that can include river land/water. Not confirmed vegetation or current access. Inventory completeness/date unverified. Denominator is preliminary 2025 ERP.
206051134,St Kilda East,1,population_growth,0.7010834926704907,available,,"2025 ERP is preliminary; historical estimated change, not a forecast."
206051134,St Kilda East,1,rent_weekly,384.0,available,,Historical reported rent; not current advertised rent.
206051134,St Kilda East,1,transport_access,23.228686988356806,limited,1.0,Sample area-weighted raw index over covered land only. Weighting and minimum coverage are unapproved; no approved benchmark or percentile. Layer observation date unverified.
206051511,Port Melbourne Industrial,1,green_space_per_resident,248.30559813337138,limited,,Sample public-open-space filter includes sports grounds and natural open space that can include river land/water. Not confirmed vegetation or current access. Inventory completeness/date unverified. Denominator is preliminary 2025 ERP.
206051511,Port Melbourne Industrial,1,population_growth,84.20128730251609,available,,"2025 ERP is preliminary; historical estimated change, not a forecast."
206051511,Port Melbourne Industrial,1,rent_weekly,585.0,available,,Historical reported rent; not current advertised rent.
206051511,Port Melbourne Industrial,1,transport_access,6.58293287988317,limited,0.9916477821786811,Sample area-weighted raw index over covered land only. Weighting and minimum coverage are unapproved; no approved benchmark or percentile. Layer observation date unverified.
206051512,South Melbourne,1,green_space_per_resident,2.9499695334456932,limited,,Sample public-open-space filter includes sports grounds and natural open space that can include river land/water. Not confirmed vegetation or current access. Inventory completeness/date unverified. Denominator is preliminary 2025 ERP.
206051512,South Melbourne,1,population_growth,3.230878075622986,available,,"2025 ERP is preliminary; historical estimated change, not a forecast."
206051512,South Melbourne,1,rent_weekly,421.0,available,,Historical reported rent; not current advertised rent.
206051512,South Melbourne,1,transport_access,27.900259021561677,limited,0.9999999999999192,Sample area-weighted raw index over covered land only. Weighting and minimum coverage are unapproved; no approved benchmark or percentile. Layer observation date unverified.
206051513,St Kilda - Central,1,green_space_per_resident,5.4052461345021365,limited,,Sample public-open-space filter includes sports grounds and natural open space that can include river land/water. Not confirmed vegetation or current access. Inventory completeness/date unverified. Denominator is preliminary 2025 ERP.
206051513,St Kilda - Central,1,population_growth,4.723467862481315,available,,"2025 ERP is preliminary; historical estimated change, not a forecast."
206051513,St Kilda - Central,1,rent_weekly,381.0,available,,Historical reported rent; not current advertised rent.
206051513,St Kilda - Central,1,transport_access,34.59974780766686,limited,0.9999999999999837,Sample area-weighted raw index over covered land only. Weighting and minimum coverage are unapproved; no approved benchmark or percentile. Layer observation date unverified.
206051514,St Kilda - West,1,green_space_per_resident,39.26185488972298,limited,,Sample public-open-space filter includes sports grounds and natural open space that can include river land/water. Not confirmed vegetation or current access. Inventory completeness/date unverified. Denominator is preliminary 2025 ERP.
206051514,St Kilda - West,1,population_growth,4.1538854805725975,available,,"2025 ERP is preliminary; historical estimated change, not a forecast."
206051514,St Kilda - West,1,rent_weekly,392.0,available,,Historical reported rent; not current advertised rent.
206051514,St Kilda - West,1,transport_access,26.299277658568133,limited,0.9999811030769293,Sample area-weighted raw index over covered land only. Weighting and minimum coverage are unapproved; no approved benchmark or percentile. Layer observation date unverified.
206061135,Armadale,1,green_space_per_resident,5.198976616745643,limited,,Sample public-open-space filter includes sports grounds and natural open space that can include river land/water. Not confirmed vegetation or current access. Inventory completeness/date unverified. Denominator is preliminary 2025 ERP.
206061135,Armadale,1,population_growth,-0.4267990074441687,available,,"2025 ERP is preliminary; historical estimated change, not a forecast."
206061135,Armadale,1,rent_weekly,421.0,available,,Historical reported rent; not current advertised rent.
206061135,Armadale,1,transport_access,33.370942061034945,limited,0.9999999999999878,Sample area-weighted raw index over covered land only. Weighting and minimum coverage are unapproved; no approved benchmark or percentile. Layer observation date unverified.
206061136,Prahran - Windsor,1,green_space_per_resident,6.681935505361052,limited,,Sample public-open-space filter includes sports grounds and natural open space that can include river land/water. Not confirmed vegetation or current access. Inventory completeness/date unverified. Denominator is preliminary 2025 ERP.
206061136,Prahran - Windsor,1,population_growth,1.2711661150285414,available,,"2025 ERP is preliminary; historical estimated change, not a forecast."
206061136,Prahran - Windsor,1,rent_weekly,421.0,available,,Historical reported rent; not current advertised rent.
206061136,Prahran - Windsor,1,transport_access,33.039198144622674,limited,0.9999999999999755,Sample area-weighted raw index over covered land only. Weighting and minimum coverage are unapproved; no approved benchmark or percentile. Layer observation date unverified.
206061138,Toorak,1,green_space_per_resident,7.409024216682447,limited,,Sample public-open-space filter includes sports grounds and natural open space that can include river land/water. Not confirmed vegetation or current access. Inventory completeness/date unverified. Denominator is preliminary 2025 ERP.
206061138,Toorak,1,population_growth,-0.24919378481383758,available,,"2025 ERP is preliminary; historical estimated change, not a forecast."
206061138,Toorak,1,rent_weekly,490.0,available,,Historical reported rent; not current advertised rent.
206061138,Toorak,1,transport_access,18.081832778377134,limited,1.0,Sample area-weighted raw index over covered land only. Weighting and minimum coverage are unapproved; no approved benchmark or percentile. Layer observation date unverified.
206061515,South Yarra - North,1,green_space_per_resident,16.389522730028816,limited,,Sample public-open-space filter includes sports grounds and natural open space that can include river land/water. Not confirmed vegetation or current access. Inventory completeness/date unverified. Denominator is preliminary 2025 ERP.
206061515,South Yarra - North,1,population_growth,12.7300989937004,available,,"2025 ERP is preliminary; historical estimated change, not a forecast."
206061515,South Yarra - North,1,rent_weekly,426.0,available,,Historical reported rent; not current advertised rent.
206061515,South Yarra - North,1,transport_access,26.161577338950195,limited,0.9999999999999383,Sample area-weighted raw index over covered land only. Weighting and minimum coverage are unapproved; no approved benchmark or percentile. Layer observation date unverified.
206061516,South Yarra - South,1,green_space_per_resident,2.758637179770662,limited,,Sample public-open-space filter includes sports grounds and natural open space that can include river land/water. Not confirmed vegetation or current access. Inventory completeness/date unverified. Denominator is preliminary 2025 ERP.
206061516,South Yarra - South,1,population_growth,-7.487815684536996,available,,"2025 ERP is preliminary; historical estimated change, not a forecast."
206061516,South Yarra - South,1,rent_weekly,395.0,available,,Historical reported rent; not current advertised rent.
