sa2_code,indicator_key,source_id,role
206011498,population_growth,abs-erp-2024-25,endpoints
206011498,population_growth,abs-sa2-2021,boundary
206011498,transport_access,dtp-ptal-snapshot,raw_measure
206011498,transport_access,abs-sa2-2021,boundary
206011498,green_space_per_resident,vpa-open-space-snapshot,numerator
206011498,green_space_per_resident,abs-erp-2024-25,denominator
206011498,green_space_per_resident,abs-sa2-2021,boundary
206021110,rent_weekly,abs-census-2021-g02,raw_measure
206021110,rent_weekly,abs-sa2-2021,boundary
206021110,population_growth,abs-erp-2024-25,endpoints
206021110,population_growth,abs-sa2-2021,boundary
206021110,transport_access,dtp-ptal-snapshot,raw_measure
206021110,transport_access,abs-sa2-2021,boundary
206021110,green_space_per_resident,vpa-open-space-snapshot,numerator
206021110,green_space_per_resident,abs-erp-2024-25,denominator
206021110,green_space_per_resident,abs-sa2-2021,boundary
206021112,rent_weekly,abs-census-2021-g02,raw_measure
206021112,rent_weekly,abs-sa2-2021,boundary
206021112,population_growth,abs-erp-2024-25,endpoints
206021112,population_growth,abs-sa2-2021,boundary
206021112,transport_access,dtp-ptal-snapshot,raw_measure
206021112,transport_access,abs-sa2-2021,boundary
206021112,green_space_per_resident,vpa-open-space-snapshot,numerator
206021112,green_space_per_resident,abs-erp-2024-25,denominator
206021112,green_space_per_resident,abs-sa2-2021,boundary
206021499,rent_weekly,abs-census-2021-g02,raw_measure
206021499,rent_weekly,abs-sa2-2021,boundary
206021499,population_growth,abs-erp-2024-25,endpoints
206021499,population_growth,abs-sa2-2021,boundary
206021499,transport_access,dtp-ptal-snapshot,raw_measure
206021499,transport_access,abs-sa2-2021,boundary
206021499,green_space_per_resident,vpa-open-space-snapshot,numerator
206021499,green_space_per_resident,abs-erp-2024-25,denominator
206021499,green_space_per_resident,abs-sa2-2021,boundary
206021500,rent_weekly,abs-census-2021-g02,raw_measure
206021500,rent_weekly,abs-sa2-2021,boundary
206021500,population_growth,abs-erp-2024-25,endpoints
206021500,population_growth,abs-sa2-2021,boundary
206021500,transport_access,dtp-ptal-snapshot,raw_measure
206021500,transport_access,abs-sa2-2021,boundary
206021500,green_space_per_resident,vpa-open-space-snapshot,numerator
206021500,green_space_per_resident,abs-erp-2024-25,denominator
206021500,green_space_per_resident,abs-sa2-2021,boundary
206031113,rent_weekly,abs-census-2021-g02,raw_measure
206031113,rent_weekly,abs-sa2-2021,boundary
206031113,population_growth,abs-erp-2024-25,endpoints
206031113,population_growth,abs-sa2-2021,boundary
206031113,transport_access,dtp-ptal-snapshot,raw_measure
206031113,transport_access,abs-sa2-2021,boundary
206031113,green_space_per_resident,vpa-open-space-snapshot,numerator
206031113,green_space_per_resident,abs-erp-2024-25,denominator
206031113,green_space_per_resident,abs-sa2-2021,boundary
206031115,rent_weekly,abs-census-2021-g02,raw_measure
206031115,rent_weekly,abs-sa2-2021,boundary
206031115,population_growth,abs-erp-2024-25,endpoints
206031115,population_growth,abs-sa2-2021,boundary
206031115,transport_access,dtp-ptal-snapshot,raw_measure
206031115,transport_access,abs-sa2-2021,boundary
206031115,green_space_per_resident,vpa-open-space-snapshot,numerator
206031115,green_space_per_resident,abs-erp-2024-25,denominator
206031115,green_space_per_resident,abs-sa2-2021,boundary
206031116,rent_weekly,abs-census-2021-g02,raw_measure
206031116,rent_weekly,abs-sa2-2021,boundary
206031116,population_growth,abs-erp-2024-25,endpoints
206031116,population_growth,abs-sa2-2021,boundary
206031116,transport_access,dtp-ptal-snapshot,raw_measure
206031116,transport_access,abs-sa2-2021,boundary
206031116,green_space_per_resident,vpa-open-space-snapshot,numerator
206031116,green_space_per_resident,abs-erp-2024-25,denominator
206031116,green_space_per_resident,abs-sa2-2021,boundary
206031501,rent_weekly,abs-census-2021-g02,raw_measure
206031501,rent_weekly,abs-sa2-2021,boundary
206031501,population_growth,abs-erp-2024-25,endpoints
206031501,population_growth,abs-sa2-2021,boundary
206031501,transport_access,dtp-ptal-snapshot,raw_measure
206031501,transport_access,abs-sa2-2021,boundary
206031501,green_space_per_resident,vpa-open-space-snapshot,numerator
206031501,green_space_per_resident,abs-erp-2024-25,denominator
206031501,green_space_per_resident,abs-sa2-2021,boundary
206031502,rent_weekly,abs-census-2021-g02,raw_measure
206031502,rent_weekly,abs-sa2-2021,boundary
206031502,population_growth,abs-erp-2024-25,endpoints
206031502,population_growth,abs-sa2-2021,boundary
206031502,transport_access,dtp-ptal-snapshot,raw_measure
206031502,transport_access,abs-sa2-2021,boundary
206031502,green_space_per_resident,vpa-open-space-snapshot,numerator
206031502,green_space_per_resident,abs-erp-2024-25,denominator
206031502,green_space_per_resident,abs-sa2-2021,boundary
206041117,rent_weekly,abs-census-2021-g02,raw_measure
206041117,rent_weekly,abs-sa2-2021,boundary
206041117,population_growth,abs-erp-2024-25,endpoints
206041117,population_growth,abs-sa2-2021,boundary
206041117,transport_access,dtp-ptal-snapshot,raw_measure
206041117,transport_access,abs-sa2-2021,boundary
206041117,green_space_per_resident,vpa-open-space-snapshot,numerator
206041117,green_space_per_resident,abs-erp-2024-25,denominator
206041117,green_space_per_resident,abs-sa2-2021,boundary
206041118,rent_weekly,abs-census-2021-g02,raw_measure
206041118,rent_weekly,abs-sa2-2021,boundary
206041118,population_growth,abs-erp-2024-25,endpoints
206041118,population_growth,abs-sa2-2021,boundary
206041118,transport_access,dtp-ptal-snapshot,raw_measure
206041118,transport_access,abs-sa2-2021,boundary
206041118,green_space_per_resident,vpa-open-space-snapshot,numerator
206041118,green_space_per_resident,abs-erp-2024-25,denominator
206041118,green_space_per_resident,abs-sa2-2021,boundary
206041119,rent_weekly,abs-census-2021-g02,raw_measure
206041119,rent_weekly,abs-sa2-2021,boundary
206041119,population_growth,abs-erp-2024-25,endpoints
206041119,population_growth,abs-sa2-2021,boundary
206041119,transport_access,dtp-ptal-snapshot,raw_measure
206041119,transport_access,abs-sa2-2021,boundary
206041119,green_space_per_resident,vpa-open-space-snapshot,numerator
206041119,green_space_per_resident,abs-erp-2024-25,denominator
206041119,green_space_per_resident,abs-sa2-2021,boundary
206041120,rent_weekly,abs-census-2021-g02,raw_measure
206041120,rent_weekly,abs-sa2-2021,boundary
206041120,population_growth,abs-erp-2024-25,endpoints
206041120,population_growth,abs-sa2-2021,boundary
206041120,transport_access,dtp-ptal-snapshot,raw_measure
206041120,transport_access,abs-sa2-2021,boundary
206041120,green_space_per_resident,vpa-open-space-snapshot,numerator
206041120,green_space_per_resident,abs-erp-2024-25,denominator
206041120,green_space_per_resident,abs-sa2-2021,boundary
206041121,rent_weekly,abs-census-2021-g02,raw_measure
206041121,rent_weekly,abs-sa2-2021,boundary
206041121,population_growth,abs-erp-2024-25,endpoints
206041121,population_growth,abs-sa2-2021,boundary
206041121,transport_access,dtp-ptal-snapshot,raw_measure
206041121,transport_access,abs-sa2-2021,boundary
206041121,green_space_per_resident,vpa-open-space-snapshot,numerator
206041121,green_space_per_resident,abs-erp-2024-25,denominator
206041121,green_space_per_resident,abs-sa2-2021,boundary
206041124,rent_weekly,abs-census-2021-g02,raw_measure
206041124,rent_weekly,abs-sa2-2021,boundary
206041124,population_growth,abs-erp-2024-25,endpoints
206041124,population_growth,abs-sa2-2021,boundary
206041124,transport_access,dtp-ptal-snapshot,raw_measure
206041124,transport_access,abs-sa2-2021,boundary
206041124,green_space_per_resident,vpa-open-space-snapshot,numerator
206041124,green_space_per_resident,abs-erp-2024-25,denominator
206041124,green_space_per_resident,abs-sa2-2021,boundary
206041125,rent_weekly,abs-census-2021-g02,raw_measure
206041125,rent_weekly,abs-sa2-2021,boundary
206041125,population_growth,abs-erp-2024-25,endpoints
206041125,population_growth,abs-sa2-2021,boundary
206041125,transport_access,dtp-ptal-snapshot,raw_measure
206041125,transport_access,abs-sa2-2021,boundary
206041125,green_space_per_resident,vpa-open-space-snapshot,numerator
206041125,green_space_per_resident,abs-erp-2024-25,denominator
206041125,green_space_per_resident,abs-sa2-2021,boundary
206041127,rent_weekly,abs-census-2021-g02,raw_measure
206041127,rent_weekly,abs-sa2-2021,boundary
206041127,population_growth,abs-erp-2024-25,endpoints
206041127,population_growth,abs-sa2-2021,boundary
206041127,transport_access,dtp-ptal-snapshot,raw_measure
206041127,transport_access,abs-sa2-2021,boundary
206041127,green_space_per_resident,vpa-open-space-snapshot,numerator
206041127,green_space_per_resident,abs-erp-2024-25,denominator
206041127,green_space_per_resident,abs-sa2-2021,boundary
206041503,rent_weekly,abs-census-2021-g02,raw_measure
206041503,rent_weekly,abs-sa2-2021,boundary
206041503,population_growth,abs-erp-2024-25,endpoints
206041503,population_growth,abs-sa2-2021,boundary
206041503,transport_access,dtp-ptal-snapshot,raw_measure
206041503,transport_access,abs-sa2-2021,boundary
206041503,green_space_per_resident,vpa-open-space-snapshot,numerator
206041503,green_space_per_resident,abs-erp-2024-25,denominator
206041503,green_space_per_resident,abs-sa2-2021,boundary
206041504,rent_weekly,abs-census-2021-g02,raw_measure
206041504,rent_weekly,abs-sa2-2021,boundary
206041504,population_growth,abs-erp-2024-25,endpoints
206041504,population_growth,abs-sa2-2021,boundary
206041504,transport_access,dtp-ptal-snapshot,raw_measure
206041504,transport_access,abs-sa2-2021,boundary
206041504,green_space_per_resident,vpa-open-space-snapshot,numerator
206041504,green_space_per_resident,abs-erp-2024-25,denominator
206041504,green_space_per_resident,abs-sa2-2021,boundary
206041505,rent_weekly,abs-census-2021-g02,raw_measure
206041505,rent_weekly,abs-sa2-2021,boundary
206041505,population_growth,abs-erp-2024-25,endpoints
206041505,population_growth,abs-sa2-2021,boundary
206041505,transport_access,dtp-ptal-snapshot,raw_measure
206041505,transport_access,abs-sa2-2021,boundary
206041505,green_space_per_resident,vpa-open-space-snapshot,numerator
206041505,green_space_per_resident,abs-erp-2024-25,denominator
206041505,green_space_per_resident,abs-sa2-2021,boundary
206041506,rent_weekly,abs-census-2021-g02,raw_measure
206041506,rent_weekly,abs-sa2-2021,boundary
206041506,population_growth,abs-erp-2024-25,endpoints
206041506,population_growth,abs-sa2-2021,boundary
206041506,transport_access,dtp-ptal-snapshot,raw_measure
206041506,transport_access,abs-sa2-2021,boundary
206041506,green_space_per_resident,vpa-open-space-snapshot,numerator
206041506,green_space_per_resident,abs-erp-2024-25,denominator
206041506,green_space_per_resident,abs-sa2-2021,boundary
206041507,rent_weekly,abs-census-2021-g02,raw_measure
206041507,rent_weekly,abs-sa2-2021,boundary
206041507,population_growth,abs-erp-2024-25,endpoints
206041507,population_growth,abs-sa2-2021,boundary
206041507,transport_access,dtp-ptal-snapshot,raw_measure
206041507,transport_access,abs-sa2-2021,boundary
206041507,green_space_per_resident,vpa-open-space-snapshot,numerator
206041507,green_space_per_resident,abs-erp-2024-25,denominator
206041507,green_space_per_resident,abs-sa2-2021,boundary
206041508,rent_weekly,abs-census-2021-g02,raw_measure
206041508,rent_weekly,abs-sa2-2021,boundary
206041508,population_growth,abs-erp-2024-25,endpoints
206041508,population_growth,abs-sa2-2021,boundary
206041508,transport_access,dtp-ptal-snapshot,raw_measure
206041508,transport_access,abs-sa2-2021,boundary
206041508,green_space_per_resident,vpa-open-space-snapshot,numerator
206041508,green_space_per_resident,abs-erp-2024-25,denominator
206041508,green_space_per_resident,abs-sa2-2021,boundary
206041509,rent_weekly,abs-census-2021-g02,raw_measure
206041509,rent_weekly,abs-sa2-2021,boundary
206041509,population_growth,abs-erp-2024-25,endpoints
206041509,population_growth,abs-sa2-2021,boundary
206041509,transport_access,dtp-ptal-snapshot,raw_measure
206041509,transport_access,abs-sa2-2021,boundary
206041509,green_space_per_resident,vpa-open-space-snapshot,numerator
206041509,green_space_per_resident,abs-erp-2024-25,denominator
206041509,green_space_per_resident,abs-sa2-2021,boundary
206041510,rent_weekly,abs-census-2021-g02,raw_measure
206041510,rent_weekly,abs-sa2-2021,boundary
206041510,population_growth,abs-erp-2024-25,endpoints
206041510,population_growth,abs-sa2-2021,boundary
206041510,transport_access,dtp-ptal-snapshot,raw_measure
206041510,transport_access,abs-sa2-2021,boundary
206041510,green_space_per_resident,vpa-open-space-snapshot,numerator
206041510,green_space_per_resident,abs-erp-2024-25,denominator
206041510,green_space_per_resident,abs-sa2-2021,boundary
206051128,rent_weekly,abs-census-2021-g02,raw_measure
206051128,rent_weekly,abs-sa2-2021,boundary
206051128,population_growth,abs-erp-2024-25,endpoints
206051128,population_growth,abs-sa2-2021,boundary
206051128,transport_access,dtp-ptal-snapshot,raw_measure
206051128,transport_access,abs-sa2-2021,boundary
206051128,green_space_per_resident,vpa-open-space-snapshot,numerator
206051128,green_space_per_resident,abs-erp-2024-25,denominator
206051128,green_space_per_resident,abs-sa2-2021,boundary
206051129,rent_weekly,abs-census-2021-g02,raw_measure
206051129,rent_weekly,abs-sa2-2021,boundary
206051129,population_growth,abs-erp-2024-25,endpoints
206051129,population_growth,abs-sa2-2021,boundary
206051129,transport_access,dtp-ptal-snapshot,raw_measure
206051129,transport_access,abs-sa2-2021,boundary
206051129,green_space_per_resident,vpa-open-space-snapshot,numerator
206051129,green_space_per_resident,abs-erp-2024-25,denominator
206051129,green_space_per_resident,abs-sa2-2021,boundary
206051130,rent_weekly,abs-census-2021-g02,raw_measure
206051130,rent_weekly,abs-sa2-2021,boundary
206051130,population_growth,abs-erp-2024-25,endpoints
206051130,population_growth,abs-sa2-2021,boundary
206051130,transport_access,dtp-ptal-snapshot,raw_measure
206051130,transport_access,abs-sa2-2021,boundary
206051130,green_space_per_resident,vpa-open-space-snapshot,numerator
206051130,green_space_per_resident,abs-erp-2024-25,denominator
206051130,green_space_per_resident,abs-sa2-2021,boundary
206051134,rent_weekly,abs-census-2021-g02,raw_measure
206051134,rent_weekly,abs-sa2-2021,boundary
206051134,population_growth,abs-erp-2024-25,endpoints
206051134,population_growth,abs-sa2-2021,boundary
206051134,transport_access,dtp-ptal-snapshot,raw_measure
206051134,transport_access,abs-sa2-2021,boundary
206051134,green_space_per_resident,vpa-open-space-snapshot,numerator
206051134,green_space_per_resident,abs-erp-2024-25,denominator
206051134,green_space_per_resident,abs-sa2-2021,boundary
206051511,rent_weekly,abs-census-2021-g02,raw_measure
206051511,rent_weekly,abs-sa2-2021,boundary
206051511,population_growth,abs-erp-2024-25,endpoints
206051511,population_growth,abs-sa2-2021,boundary
206051511,transport_access,dtp-ptal-snapshot,raw_measure
206051511,transport_access,abs-sa2-2021,boundary
206051511,green_space_per_resident,vpa-open-space-snapshot,numerator
206051511,green_space_per_resident,abs-erp-2024-25,denominator
206051511,green_space_per_resident,abs-sa2-2021,boundary
206051512,rent_weekly,abs-census-2021-g02,raw_measure
206051512,rent_weekly,abs-sa2-2021,boundary
206051512,population_growth,abs-erp-2024-25,endpoints
206051512,population_growth,abs-sa2-2021,boundary
206051512,transport_access,dtp-ptal-snapshot,raw_measure
206051512,transport_access,abs-sa2-2021,boundary
206051512,green_space_per_resident,vpa-open-space-snapshot,numerator
206051512,green_space_per_resident,abs-erp-2024-25,denominator
206051512,green_space_per_resident,abs-sa2-2021,boundary
206051513,rent_weekly,abs-census-2021-g02,raw_measure
206051513,rent_weekly,abs-sa2-2021,boundary
206051513,population_growth,abs-erp-2024-25,endpoints
206051513,population_growth,abs-sa2-2021,boundary
206051513,transport_access,dtp-ptal-snapshot,raw_measure
206051513,transport_access,abs-sa2-2021,boundary
206051513,green_space_per_resident,vpa-open-space-snapshot,numerator
206051513,green_space_per_resident,abs-erp-2024-25,denominator
206051513,green_space_per_resident,abs-sa2-2021,boundary
206051514,rent_weekly,abs-census-2021-g02,raw_measure
206051514,rent_weekly,abs-sa2-2021,boundary
206051514,population_growth,abs-erp-2024-25,endpoints
206051514,population_growth,abs-sa2-2021,boundary
206051514,transport_access,dtp-ptal-snapshot,raw_measure
206051514,transport_access,abs-sa2-2021,boundary
206051514,green_space_per_resident,vpa-open-space-snapshot,numerator
206051514,green_space_per_resident,abs-erp-2024-25,denominator
206051514,green_space_per_resident,abs-sa2-2021,boundary
206061135,rent_weekly,abs-census-2021-g02,raw_measure
206061135,rent_weekly,abs-sa2-2021,boundary
206061135,population_growth,abs-erp-2024-25,endpoints
206061135,population_growth,abs-sa2-2021,boundary
206061135,transport_access,dtp-ptal-snapshot,raw_measure
206061135,transport_access,abs-sa2-2021,boundary
206061135,green_space_per_resident,vpa-open-space-snapshot,numerator
206061135,green_space_per_resident,abs-erp-2024-25,denominator
206061135,green_space_per_resident,abs-sa2-2021,boundary
206061136,rent_weekly,abs-census-2021-g02,raw_measure
206061136,rent_weekly,abs-sa2-2021,boundary
206061136,population_growth,abs-erp-2024-25,endpoints
206061136,population_growth,abs-sa2-2021,boundary
206061136,transport_access,dtp-ptal-snapshot,raw_measure
206061136,transport_access,abs-sa2-2021,boundary
206061136,green_space_per_resident,vpa-open-space-snapshot,numerator
206061136,green_space_per_resident,abs-erp-2024-25,denominator
206061136,green_space_per_resident,abs-sa2-2021,boundary
206061138,rent_weekly,abs-census-2021-g02,raw_measure
206061138,rent_weekly,abs-sa2-2021,boundary
206061138,population_growth,abs-erp-2024-25,endpoints
206061138,population_growth,abs-sa2-2021,boundary
206061138,transport_access,dtp-ptal-snapshot,raw_measure
206061138,transport_access,abs-sa2-2021,boundary
206061138,green_space_per_resident,vpa-open-space-snapshot,numerator
206061138,green_space_per_resident,abs-erp-2024-25,denominator
206061138,green_space_per_resident,abs-sa2-2021,boundary
206061515,rent_weekly,abs-census-2021-g02,raw_measure
206061515,rent_weekly,abs-sa2-2021,boundary
206061515,population_growth,abs-erp-2024-25,endpoints
206061515,population_growth,abs-sa2-2021,boundary
206061515,transport_access,dtp-ptal-snapshot,raw_measure
206061515,transport_access,abs-sa2-2021,boundary
206061515,green_space_per_resident,vpa-open-space-snapshot,numerator
206061515,green_space_per_resident,abs-erp-2024-25,denominator
206061515,green_space_per_resident,abs-sa2-2021,boundary
206061516,rent_weekly,abs-census-2021-g02,raw_measure
206061516,rent_weekly,abs-sa2-2021,boundary
206061516,population_growth,abs-erp-2024-25,endpoints
206061516,population_growth,abs-sa2-2021,boundary
206061516,transport_access,dtp-ptal-snapshot,raw_measure
206061516,transport_access,abs-sa2-2021,boundary
206061516,green_space_per_resident,vpa-open-space-snapshot,numerator
206061516,green_space_per_resident,abs-erp-2024-25,denominator
206061516,green_space_per_resident,abs-sa2-2021,boundary
206071139,rent_weekly,abs-census-2021-g02,raw_measure
206071139,rent_weekly,abs-sa2-2021,boundary
206071139,population_growth,abs-erp-2024-25,endpoints
206071139,population_growth,abs-sa2-2021,boundary
206071139,transport_access,dtp-ptal-snapshot,raw_measure
206071139,transport_access,abs-sa2-2021,boundary
206071139,green_space_per_resident,vpa-open-space-snapshot,numerator
206071139,green_space_per_resident,abs-erp-2024-25,denominator
206071139,green_space_per_resident,abs-sa2-2021,boundary
206071140,rent_weekly,abs-census-2021-g02,raw_measure
206071140,rent_weekly,abs-sa2-2021,boundary
206071140,population_growth,abs-erp-2024-25,endpoints
206071140,population_growth,abs-sa2-2021,boundary
206071140,transport_access,dtp-ptal-snapshot,raw_measure
206071140,transport_access,abs-sa2-2021,boundary
206071140,green_space_per_resident,vpa-open-space-snapshot,numerator
206071140,green_space_per_resident,abs-erp-2024-25,denominator
206071140,green_space_per_resident,abs-sa2-2021,boundary
206071141,rent_weekly,abs-census-2021-g02,raw_measure
206071141,rent_weekly,abs-sa2-2021,boundary
206071141,population_growth,abs-erp-2024-25,endpoints
206071141,population_growth,abs-sa2-2021,boundary
206071141,transport_access,dtp-ptal-snapshot,raw_measure
206071141,transport_access,abs-sa2-2021,boundary
206071141,green_space_per_resident,vpa-open-space-snapshot,numerator
206071141,green_space_per_resident,abs-erp-2024-25,denominator
206071141,green_space_per_resident,abs-sa2-2021,boundary
206071142,rent_weekly,abs-census-2021-g02,raw_measure
206071142,rent_weekly,abs-sa2-2021,boundary
206071142,population_growth,abs-erp-2024-25,endpoints
206071142,population_growth,abs-sa2-2021,boundary
206071142,transport_access,dtp-ptal-snapshot,raw_measure
206071142,transport_access,abs-sa2-2021,boundary
206071142,green_space_per_resident,vpa-open-space-snapshot,numerator
206071142,green_space_per_resident,abs-erp-2024-25,denominator
206071142,green_space_per_resident,abs-sa2-2021,boundary
206071143,rent_weekly,abs-census-2021-g02,raw_measure
206071143,rent_weekly,abs-sa2-2021,boundary
206071143,population_growth,abs-erp-2024-25,endpoints
206071143,population_growth,abs-sa2-2021,boundary
206071143,transport_access,dtp-ptal-snapshot,raw_measure
206071143,transport_access,abs-sa2-2021,boundary
206071143,green_space_per_resident,vpa-open-space-snapshot,numerator
206071143,green_space_per_resident,abs-erp-2024-25,denominator
206071143,green_space_per_resident,abs-sa2-2021,boundary
206071145,rent_weekly,abs-census-2021-g02,raw_measure
206071145,rent_weekly,abs-sa2-2021,boundary
206071145,population_growth,abs-erp-2024-25,endpoints
206071145,population_growth,abs-sa2-2021,boundary
206071145,transport_access,dtp-ptal-snapshot,raw_measure
206071145,transport_access,abs-sa2-2021,boundary
206071145,green_space_per_resident,vpa-open-space-snapshot,numerator
206071145,green_space_per_resident,abs-erp-2024-25,denominator
206071145,green_space_per_resident,abs-sa2-2021,boundary
206071517,rent_weekly,abs-census-2021-g02,raw_measure
206071517,rent_weekly,abs-sa2-2021,boundary
206071517,population_growth,abs-erp-2024-25,endpoints
206071517,population_growth,abs-sa2-2021,boundary
206071517,transport_access,dtp-ptal-snapshot,raw_measure
206071517,transport_access,abs-sa2-2021,boundary
206071517,green_space_per_resident,vpa-open-space-snapshot,numerator
206071517,green_space_per_resident,abs-erp-2024-25,denominator
206071517,green_space_per_resident,abs-sa2-2021,boundary
206071518,rent_weekly,abs-census-2021-g02,raw_measure
206071518,rent_weekly,abs-sa2-2021,boundary
206071518,population_growth,abs-erp-2024-25,endpoints
206071518,population_growth,abs-sa2-2021,boundary
206071518,transport_access,dtp-ptal-snapshot,raw_measure
206071518,transport_access,abs-sa2-2021,boundary
206071518,green_space_per_resident,vpa-open-space-snapshot,numerator
206071518,green_space_per_resident,abs-erp-2024-25,denominator
206071518,green_space_per_resident,abs-sa2-2021,boundary
207011146,rent_weekly,abs-census-2021-g02,raw_measure
207011146,rent_weekly,abs-sa2-2021,boundary
207011146,population_growth,abs-erp-2024-25,endpoints
207011146,population_growth,abs-sa2-2021,boundary
207011146,transport_access,dtp-ptal-snapshot,raw_measure
207011146,transport_access,abs-sa2-2021,boundary
207011146,green_space_per_resident,vpa-open-space-snapshot,numerator
207011146,green_space_per_resident,abs-erp-2024-25,denominator
207011146,green_space_per_resident,abs-sa2-2021,boundary
207011147,rent_weekly,abs-census-2021-g02,raw_measure
207011147,rent_weekly,abs-sa2-2021,boundary
207011147,population_growth,abs-erp-2024-25,endpoints
207011147,population_growth,abs-sa2-2021,boundary
207011147,transport_access,dtp-ptal-snapshot,raw_measure
207011147,transport_access,abs-sa2-2021,boundary
207011147,green_space_per_resident,vpa-open-space-snapshot,numerator
207011147,green_space_per_resident,abs-erp-2024-25,denominator
207011147,green_space_per_resident,abs-sa2-2021,boundary
207011148,rent_weekly,abs-census-2021-g02,raw_measure
207011148,rent_weekly,abs-sa2-2021,boundary
207011148,population_growth,abs-erp-2024-25,endpoints
207011148,population_growth,abs-sa2-2021,boundary
207011148,transport_access,dtp-ptal-snapshot,raw_measure
207011148,transport_access,abs-sa2-2021,boundary
207011148,green_space_per_resident,vpa-open-space-snapshot,numerator
207011148,green_space_per_resident,abs-erp-2024-25,denominator
207011148,green_space_per_resident,abs-sa2-2021,boundary
207011149,rent_weekly,abs-census-2021-g02,raw_measure
207011149,rent_weekly,abs-sa2-2021,boundary
207011149,population_growth,abs-erp-2024-25,endpoints
207011149,population_growth,abs-sa2-2021,boundary
207011149,transport_access,dtp-ptal-snapshot,raw_measure
207011149,transport_access,abs-sa2-2021,boundary
207011149,green_space_per_resident,vpa-open-space-snapshot,numerator
207011149,green_space_per_resident,abs-erp-2024-25,denominator
207011149,green_space_per_resident,abs-sa2-2021,boundary
207011150,rent_weekly,abs-census-2021-g02,raw_measure
207011150,rent_weekly,abs-sa2-2021,boundary
207011150,population_growth,abs-erp-2024-25,endpoints
207011150,population_growth,abs-sa2-2021,boundary
207011150,transport_access,dtp-ptal-snapshot,raw_measure
207011150,transport_access,abs-sa2-2021,boundary
207011150,green_space_per_resident,vpa-open-space-snapshot,numerator
207011150,green_space_per_resident,abs-erp-2024-25,denominator
207011150,green_space_per_resident,abs-sa2-2021,boundary
207011152,rent_weekly,abs-census-2021-g02,raw_measure
207011152,rent_weekly,abs-sa2-2021,boundary
207011152,population_growth,abs-erp-2024-25,endpoints
207011152,population_growth,abs-sa2-2021,boundary
207011152,transport_access,dtp-ptal-snapshot,raw_measure
207011152,transport_access,abs-sa2-2021,boundary
207011152,green_space_per_resident,vpa-open-space-snapshot,numerator
207011152,green_space_per_resident,abs-erp-2024-25,denominator
